image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Asin_%27Bol_Bachchan%27_team_on_the_sets_of_Taarak_Mehta_Ka_Ooltah_Chashmah_03.jpg/220px-Asin_%27Bol_Bachchan%27_team_on_the_sets_of_Taarak_Mehta_Ka_Ooltah_Chashmah_03.jpg,,"Asin Thottumkal (born 26 October 1985), known mononymously as Asin, is a former Indian actress who mostly appeared in Tamil films. She also appeared in lead roles in  Hindi, Telugu and Malayalam films. She is a trained Bharathanatyam dancer. She has received three Filmfare Awards. She began her acting career in the South Indian film industry, but later shifted her focus to Bollywood. She speaks eight languages, and dubs her own films. She is the only Malayali actress, other than Padmini, to have dubbed in her own voice for all her films, irrespective of language. Asin has been referred to as the ""Queen of Kollywood"" by online portals in 2007. She is a member of the Bollywood 100 Crore Club.Making her acting debut with Sathyan Anthikkad's Malayalam film Narendran Makan Jayakanthan Vaka (2001), Asin had her first commercial success with the Telugu film Amma Nanna O Tamila Ammayi in 2003, and won a Filmfare Best Telugu Actress Award for the film. M. Kumaran S/O Mahalakshmi (2004) was her debut in Tamil and a huge success. She received her Filmfare Best Tamil Actress Award for her most noted critically acclaimed performance in her third Tamil film, Ghajini (2005). She then played the lead female roles in many successful films, the most notable being the action Sivakasi (2005), the dramatic thriller Varalaru (2006), the action thriller Pokkiri (2007), the romantic drama Vel (2008) and Dasavathaaram (2008), hence established herself as the leading actress of Tamil cinema and was also honoured by the Tamil Nadu government with the Kalaimamani award for her excellence in the field of art and literature. In 2013, Asin was conferred with the Pride of South Indian Cinema award at SIIMA for her contribution to Tamil cinema.In late 2008, Asin made her debut in the Bollywood film Ghajini (2008), opposite Aamir Khan, which was the first Bollywood film to have collected more than ₹1 billion in the domestic box office, subsequently collecting ₹1.9 billion (US$27 million) worldwide. Asin won the Filmfare Best Female Debut Award and many accolades for Ghajini. 2011 marked the most successful phase of Asin's Bollywood career, as she starred in Anees Bazmee's romantic comedy Ready, in which she co-starred alongside Salman Khan. The film was a major hit at the box office, collecting ₹1.84 billion (US$26 million) worldwide. In 2012, Asin first starred in Sajid Khan's multistarrer Housefull 2, which collected more than ₹1 billion. She then featured in Bol Bachchan and Khiladi 786, which were also commercially successful with both grossing over ₹1 billion.",Asin
http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ashima_Bhalla.jpg/250px-Ashima_Bhalla.jpg,,"Ashima Bhalla (born in Assam, India) is an Indian actress who has appeared in Hindi, Kannada, Tamil, Telugu and Assamese language films. Bhalla made her debut with Pyaar Zindagi Hai starring Mohnish Bahl and Rajesh Khanna.
She also went on to appear on television, portraying the lead role in the Indian soap Meri Awaz Ko Mil Gayi Roshni on Star Plus. Furthermore, she also participated in the show Ek Khiladi Ek Haseena alongside Irfan Pathan.",Ashima Bhalla
http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Ayesha-Takia-Azmi-snapped-on-location-for-a-photoshoot-at-Aarey-Colony-.jpg/220px-Ayesha-Takia-Azmi-snapped-on-location-for-a-photoshoot-at-Aarey-Colony-.jpg,,"Ayesha Takia (born 10 April 1986) is an Indian film actress who appeared in Bollywood films. She made her film debut in Taarzan: The Wonder Car for which she won the Filmfare Best Debut Award in 2004. Her notable films also include Socha Na Tha (2005), Dor (2006), for which she won the Screen Award for Best Actress (Critics), and Wanted (2009).",Ayesha Takia
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,,"Avani Modi is an Indian model and film actress, a well-known face in  Indian movies and theatre plays in Gujarati theatre She made her  Bollywood debut in Madhur Bhandarkar's drama film Calendar Girls, released on 25 September 2015. The movie is based upon the story of five girls and their journey as an annual calendar girl. It shows the hardships that women are subjected to. This is a Rom-Com movie.",Avani Modi
http://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Barkha_bihst.jpg/220px-Barkha_bihst.jpg,,"Barkha Bisht Sengupta (born 28 December 1979) commonly known by as Barkha Bisht is an Indian Television and Film Actress. She works in Hindi TV serials and Bengali, Hindi Movies. Barkha Bisht made her first TV appearance in Kitni Mast Hai Zindagi as Udita. She made her screen debut in Hindi Film Raajneeti (2010) and Bengali film debut in Dui Prithibi (2010). Barkha Bisht married to actor Indraneil Sengupta in 2007.",Barkha Sengupta
http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Babita_with_Kareena_Kapoor.jpg/220px-Babita_with_Kareena_Kapoor.jpg,,"Babita Kumari Phogat (born 20 November 1989) is an Indian female wrestler, who won the gold medal in 2014 Commonwealth Games. She also won silver medals at 2018 Commonwealth Games and 2010 Commonwealth Games and a bronze medal at the 2012 World Wrestling Championships. Babita Phogat entered politics by joining the Bharatiya Janata Party in 2019.",Babita
http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Ashwini_Kalsekar.jpg/220px-Ashwini_Kalsekar.jpg,,"Ashwini Kalsekar is an Indian actress works mostly in Marathi television and film industry, later Hindi daily soaps and Known mostly for her collaboration with famous directors like Sriram Raghavan, Rohit Shetty and Ram Gopal Varma. Best role in TV serial jodha akbar. She started her career during 1999 popular science fiction comedy Zeetv serial Mr.Gayab in lead role, best known for her villainous roles as Shalaka Catwoman in kids Superhero serial Shaktimaan considered as first Indian Catwoman, Jigyasa Walia in Ekta Kapoor's soap opera Kasamh Se, Sikka thakuriaan in Afsar Bitiya and Saudamini evil witch in Kavach. She also became the Judge in marathi reality show ""Fu bai fu"". She was married to Nitesh Pandey, later she divorced him and married Murali Sharma in 2009. In 2011, she debuted in Telugu industry like her husband with Badrinath. In 2019, she debuted on web platform with Zee5 Webseries ""Chargesheet: The Shuttlecock Murder"" and Mxplayer Webseries ""Cheesecake"" as charu which will premiere on December 2019.",Ashwini Kalsekar
http://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/AshwiniBhave.jpg/220px-AshwiniBhave.jpg,,"Ashwini Bhave (also spelled Ashvini Bhave) is an Indian model and actress known for her work in both Hindi and Marathi films and television serials. Born and raised in India, she now lives in the San Francisco Bay Area.",Ashwini Bhave
http://upload.wikimedia.org/wikipedia/commons/4/47/Athiya_Shetty_attends_the_63rd_Jio_Filmfare_Awards_2018_%2812%29_%28cropped%29.jpg,,Athiya Shetty (born 5 November 1992) is an Indian actress who appears in Bollywood films. She is the daughter of actor Suniel Shetty. She debuted in the romantic action film Hero for which she received a Filmfare award nomination for the Best Female Debut.,Athiya Shetty
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Akanksha_Puri_attending_the_LFW_2016_on_Day_3.jpg/220px-Akanksha_Puri_attending_the_LFW_2016_on_Day_3.jpg,,"Akanksha Puri is Indian model, and film actress, known for her work in Malayalam , Tamil, and Bollywood. She made her bollywood debut with Madhur Bhandarkar's 2015 drama film Calendar Girls and is currently playing lead role of Mata AdiParashakti and her avatars in the show Vighnaharta Ganesha from 22 August 2017.
Akanksha took up modelling projects during her short stint as an international cabin crew. She was then spotted by big production house in south following which she bagged her first project as an actor in a Tamil movie.",Akanksha Puri
http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Asha_Parekh_at_Saudamini_Mattu%27s_wedding_reception_%28cropped%29.jpg/220px-Asha_Parekh_at_Saudamini_Mattu%27s_wedding_reception_%28cropped%29.jpg,,"Asha Parekh (born 2 October 1942) is an Indian film actress, director, and producer who appeared in many commercially successful films throughout her career. She was the highest paid actress of her time and was one of the most successful actresses of the 1960s and 1970s. She is considered one of the most influential actresses of all time in Hindi cinema. In 1992, she was honoured with the Padma Shri by the Government of India for her contribution to the field of cinema.",Asha Parekh
http://upload.wikimedia.org/wikipedia/commons/5/51/Asha_Negi_at_Launch_of_the_new_TV_show_%27Entertainment_Ki_Raat%27.jpg,,"Asha Negi (born (1989-08-23)23 August 1989) is an  Indian television actress. She is recognised for her roles in the shows Pavitra Rishta as Poorvi, Ek Mutthi Aasmaan as Kalpana, Kuch Toh Hai Tere Mere Darmiyaan as Koyal. She won the Indian dance reality show Nach Baliye 6 along with her partner Rithvik Dhanjani in 2014.

",Asha Negi
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/AyeshaJhulka.jpg/220px-AyeshaJhulka.jpg,,"Ayesha Jhulka (born 28 July 1972) is an Indian film actress who predominantly appears in Hindi films. She has also worked in Odia, Kannada and Telugu languages films.",Ayesha Jhulka
http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Flora_Saini_at_the_special_screening_of_the_film_Level13.jpg/220px-Flora_Saini_at_the_special_screening_of_the_film_Level13.jpg,,"Flora Saini, also known by her screen name Asha Saini, is an Indian film actress and model.She predominantly works in Tollywood, and also appeared in a number of Kannada, Tamil and Hindi films as well. Since her debut in Prema Kosam (1999), she has acted in over 50 films and co-starred with noted actors including Rajinikanth, V. Ravichandran, Gurmeet Ram Rahim, Sudeep, Shivarajkumar, Vijaykanth, Prabhu, Karthik, Jagapati Babu and Rajasekhar.",Flora Saini
No Images Found,,Archana Jose Kavi is an Indian film actress and YouTuber and a television host. Her acting debut was in Neelathaamara (2009) scripted by M. T. Vasudevan Nair and directed by Lal Jose.,Archana Kavi
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Aparna-bajpai.jpg/220px-Aparna-bajpai.jpg,,"Aparna Bajpai is an Indian film actress who has appeared in Tamil, Hindi and Malayalam language films. She is best known for her role in the 2010 film, Easan, directed by Sasikumar.",Aparnaa Bajpai
No Images Found,,"Aparna Balamurali is an Indian film actress and playback singer who works in  Malayalam cinema and Tamil cinema . She is best known for her role as Jimsy in Maheshinte Prathikaaram (2016) and Anu in Sunday Holiday (2017).

",Aparna Balamurali
No Images Found,,"Archana is a two time national award-winning Indian film actress and accomplished Kuchipudi and Kathak dancer, known for her works in the South Indian film industry.",Archana (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Aparna_Sen_-_Kolkata_2014-01-31_8137.JPG/220px-Aparna_Sen_-_Kolkata_2014-01-31_8137.JPG,,"Aparna Sen (née Dasgupta, Ôporna Shen; born 25 October 1945) is an Indian filmmaker, screenwriter and actress who is known for her work in Bengali cinema. A leading actress of the late 1960s and 1970s she has received eight BFJA Awards, five for best actress, two for best supporting actress and one for lifetime achievement. She is the winner of nine National Film Awards and nine international film festival awards for her direction in films. She was awarded the Padma Shri, the fourth highest civilian award, by the government of India in 1987.
Sen made her debut in Teen Kanya (1961) and received her success with Aparichito (1969). She went on to establish herself as a leading actress of Bengali Cinema with the films Aranyer Din Ratri (1970), Ekhane Pinjar (1971), Ekhoni (1971), Jay Jayanti (1971), Memshaheb (1972), Jiban Saikate (1972), Basanta Bilap (1973), Sonar Khancha (1973), Sujata (1974), Alor Thikana (1974), Kajallata (1975), Raag Anuraag (1975), Jana Aranya (1976), Ajasra Dhanyobad (1977), Proxy (1977 film)|Proxy (1977), Mohonar Dike (1984), Ekanto Apon (1987), Swet Patharer Thala (1992). She also garnered critical acclaim for her work in Indira (1984 film)|Indira (1984), Kari Diye Kinlam (1989), Ek Din Achanak (1999), Mahaprithibi (1991), Unishe April (1995), Paromitar Ek Din (2000), Titli (2001), Antaheen (2009), Chatushkon (2014).
In addition to acting in films, Aparna Sen has also been directing films since 1981, starting with 36 Chowringhee Lane for which she won National Film Award (India) for Best Director. She went on to achieve further  success in direction with films Paroma, Sati, Yugant, Paromitar Ek Din, Mr. and Mrs. Iyer, 15 Park Avenue, The Japanese Wife, Iti Mrinalini, Goynar Baksho. She won her second National Film Award as a director for Mr. and Mrs. Iyer.",Aparna Sen
http://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Anushka_Shetty2.jpg/220px-Anushka_Shetty2.jpg,,"Sweety Shetty (born 7 November 1981), known by her stage name Anushka Shetty, is an Indian actress and model who predominantly works in the Telugu and Tamil film industries. She has received several accolades, including three CineMAA Awards, a Nandi Award, TN State Film Awards and three Filmfare Awards from eight nominations. Anushka is one of the highest paid actresses of India and is popularly referred as Lady Superstar of south Indian cinema.She made her acting debut with the 2005 Telugu film Super, which garnered her a Filmfare Best Supporting Actress – Telugu nomination. The following year, she starred in S. S. Rajamouli's Vikramarkudu, which went to become a major commercial success. Her further releases Lakshyam (2007) and Souryam (2008), and Chintakayala Ravi (2008) were also box office successes. In 2009, Shetty played dual roles in the dark fantasy Arundhati, which garnered her critical acclaim and several awards, including her first Filmfare Award for Best Actress – Telugu, Nandi Award, Cinemaa Award for Best Actress. The following year, Shetty's portrayal of a prostitute in the acclaimed drama Vedam won her a second consecutive Best Actress Award from Filmfare and CineMaa Award. Following the success of a series of films, she established herself as one of the leading actresses of Telugu cinema.In the 2010s, Shetty also achieved success in Tamil cinema with starring roles in the action films such as Vettaikaran (2009), Singam (2010),   Singam II (2013), Yennai Arindhaal (2015), and Si3 (2017), all of which were major commercial successes. She continued to draw praise from critics with her leading performances in the dramas Vaanam (2011), Deiva Thirumagal (2011) and Inji Iduppazhagi (2015). She portrayed the titular Queen in the 2015 epic historical fiction Rudramadevi, which won her the third Filmfare Award for Best Actress- Telugu. Shetty's portrayal of Princess Devasena in the Baahubali series (2015–17) received widespread acclaim. While The Beginning (2015) is the seventh highest-grossing Indian film, its sequel The Conclusion (2017) is the second highest-grossing Indian film of all time and also made her the highest-paid actress in south Indian Cinema.",Anushka Shetty
