image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Misha_bajwa_on_the_sets_of_Big_Fame_stars_for_SPARK_PUNJABI.png/220px-Misha_bajwa_on_the_sets_of_Big_Fame_stars_for_SPARK_PUNJABI.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Misha_bajwa_on_the_sets_of_Big_Fame_stars_for_SPARK_PUNJABI.png/220px-Misha_bajwa_on_the_sets_of_Big_Fame_stars_for_SPARK_PUNJABI.png', 'path': 'full/01f54743427f121833036ebf30c6286bc8addce8.jpg', 'checksum': '382e5a75daec86a3e12937a5cac65674'}]","Navdeepak Singh Chahal (born 11 November 1978), commonly known as Gavie Chahal, is an Indian actor from Mansa, Punjab. He is known for his Hindi film debut in Yash Raj's 2012 film Ek Tha Tiger. He also featured in notable Punjabi films including Yaaran Naal Baharan, Mehendi Wale Hath, Majajan and Tere Ishq Nachayva.",Gavie Chahal
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png', 'path': 'full/c1cb96d066a3eb31afb7668c1a8b510a81df80dc.jpg', 'checksum': '6da6c908fa4584ec800e9f7b38216fea'}]","Dinesh was an Indian film actor in the Kannada film industry. Notably, he acted in Bhootayyana Maga Ayyu (1974), Golmaal Radhakrishna (1990), S. P. Sangliyana Part 2 (1990) and Seetharamu (1979).",Dinesh (Kannada actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/40px-India_film_clapperboard_%28variant%29.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/40px-India_film_clapperboard_%28variant%29.svg.png', 'path': 'full/ce4d35adb396c8b3de5a41c12f40bc71b36f4b14.jpg', 'checksum': '8766ad6537751a627c6e8f5964d90da5'}]","Dingri Nagaraj is an Indian film actor in the Kannada film industry. He acted in Solillada Saradara (1992), Dore (1995) and Bangarada Kalasha (1995).",Dingri Nagaraj
http://upload.wikimedia.org/wikipedia/en/thumb/8/83/Dilip_Kumar_signature.jpg/150px-Dilip_Kumar_signature.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/8/83/Dilip_Kumar_signature.jpg/150px-Dilip_Kumar_signature.jpg', 'path': 'full/1af6244c8e9b7826c12f8850efaef76f5abd92c1.jpg', 'checksum': '20e141c1aee0ec7f35d15c704cdec15d'}]","Muhammad Yusuf Khan (born 11 December 1922), known professionally as Dilip Kumar, is an actor, producer and philanthropist, who was later elected to India's parliament. Popularly known as The Tragedy King and The First Khan, he has been credited with bringing realism to film acting since his first film. Critics have acclaimed him as the greatest actor in the history of Indian cinema.Kumar debuted as an actor in the film Jwar Bhata (1944), produced by Bombay Talkies. In a career spanning over five decades, Kumar worked in over 65 films. Kumar is known for roles in films such as the romantic Andaz (1949), the heartwarming Babul (1950), the impassioned Deedar (1951), the swashbuckling Aan (1952), social drama Daag (1952), the dramatic Devdas (1955), the comical Azaad (1955), Naya Daur (1957), Yahudi (1958), Madhumati (1958), Kohinoor (1960), the epic historical Mughal-e-Azam (1960), the social dacoit crime drama Gunga Jamuna (1961), and the comedy Ram Aur Shyam (1967).
In 1976, Kumar took a five-year break from film performances and returned with a character role in the film Kranti (1981) and continued his career playing leading roles in films such as Shakti (1982), Mashaal (1984), Karma (1986) and Saudagar (1991). His last film was Qila (1998).He has won nine Filmfare Awards and is the first recipient of the Filmfare Best Actor Award (1954).  Dilip Kumar had a long relationship with actress Madhubala but never married her. He married actress Saira Bano in 1966. He and his wife Saira Bano currently live in the Bandra suburb of Mumbai in the state of Maharashtra in India. As of 2020, he is the last living male actor from Bollywood's Golden Age of movies.",Dilip Kumar
http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Diljit_Dosanjh_during_Soorma_promotion_05.jpg/170px-Diljit_Dosanjh_during_Soorma_promotion_05.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Diljit_Dosanjh_during_Soorma_promotion_05.jpg/170px-Diljit_Dosanjh_during_Soorma_promotion_05.jpg', 'path': 'full/1f8394772338f715734b663a3f4f1c63b5efbec6.jpg', 'checksum': 'cfe7ad15e6ed4798cf685cb96b13ff22'}]","Diljit Dosanjh (born 6 January 1984) is an Indian singer, actor and television presenter who works in Punjabi and Hindi cinema. He is recognised as one of the leading artists in the Indian music industry. He also acts in Punjabi movies, with many of them being commercially successful, including Jatt & Juliet, Jatt & Juliet 2, Punjab 1984, Sardaar Ji, Ambarsariya, Sardaar Ji 2, Super Singh, Sajjan Singh Rangroot and Shadaa – which are among the most successful Punjabi movies in history.He made his Bollywood debut in 2016 with the crime thriller Udta Punjab for which he earned the Filmfare Award for Best Male Debut. However, this was followed by films that failed to propel his career forward in the Hindi film industry. This changed with his supporting role in the comedy Good Newzz (2019), for which he received nomination for Best Supporting Actor at Filmfare. He has also appeared as a judge in three seasons of the reality show Rising Star.",Diljit Dosanjh
http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Dino_Morea_snapped_at_Strut_Dance_Academy_event.jpg/220px-Dino_Morea_snapped_at_Strut_Dance_Academy_event.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Dino_Morea_snapped_at_Strut_Dance_Academy_event.jpg/220px-Dino_Morea_snapped_at_Strut_Dance_Academy_event.jpg', 'path': 'full/5bab39021146630b399f7bc73438771d55c16022.jpg', 'checksum': 'dede737f884fea3271182bb5f91e83ec'}]",Dino Morea (born 9 December 1975) is an Indian actor and a former model who appears in Bollywood films.,Dino Morea
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Dilip_Prabhavalkar.jpg/220px-Dilip_Prabhavalkar.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Dilip_Prabhavalkar.jpg/220px-Dilip_Prabhavalkar.jpg', 'path': 'full/cd4fb172717122d77143fce224bb335f21331b75.jpg', 'checksum': 'd6e458c95632b0243da844cbb9a9f15e'}]","Dilip Prabhavalkar (born 4 August 1944) is an Indian Marathi actor, director, playwright and author. He has a career spanning over four decades in Hindi and Marathi theatre, television and movies. He was awarded the National Film Award for Best Supporting Actor for his portrayal of Mahatma Gandhi in the 2006 Hindi film Lage Raho Munna Bhai.",Dilip Prabhavalkar
http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Dileep_2016.jpg/220px-Dileep_2016.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Dileep_2016.jpg/220px-Dileep_2016.jpg', 'path': 'full/f77fa7c4e76a228f1d1d0335990ab00996bc0adc.jpg', 'checksum': '274eb1ca9d8fc0966a11dbe7a01e0de8'}]","Gopalakrishnan Padmanabhan Pillai (born 27 October 1968), better known by his stage name Dileep, is an Indian actor, film producer and businessman, who predominantly works in the Malayalam film industry. He has acted in more than 150 films and has won several awards, including four Kerala State Film Awards and a Filmfare Awards South.
Beginning as an impressionist in stage shows, Dileep attained recognition after being cast on the television comedy series Comicola on Asianet and its successor Cinemala. Dileep with Nadirshah produced and performed in the audio cassette series De Maveli Kombathu, a successful sketch comedy, which later turned into a television series on Asianet. He began his film career as an assistant director and worked under director Kamal in nine films, beginning with Vishnulokam in 1991, and made his acting debut with a minor role in Kamal's Ennodu Ishtam Koodamo (1992). He acted in a principal role in the 1994 film Manathe Kottaram taking the screen name Dileep. He established himself as a successful actor during late 1990s, mostly playing comedic roles.
The box office success of the 2002 film Meesa Madhavan significantly raised his stardom in Malayalam cinema, the film also won him the Filmfare Award for Best Actor – Malayalam. In the same year, he won the Kerala State Film Award - Special Jury Award for Kunjikoonan, and in 2005, a Special Mention for his gender-disputed role in Chanthupottu. In 2003, Dileep founded the film production company Graand Production, its debut film was C.I.D. Moosa. His 2004 production Kathavasheshan won the Kerala State Film Award for Second Best Film. In 2008, he produced Twenty:20 to raise funds for the Association of Malayalam Movie Artists (AMMA). The film starred almost all actors in the guild and became the highest-grossing Malayalam film up until then.
In 2011, his role in Vellaripravinte Changathi won him his first Kerala State Film Award for Best Actor. His 2015 comedy Two Countries and 2017 political thriller Ramaleela grossed over ₹ 50 crore (₹ 500 million) each and were ranked among the top ten highest-grossing Malayalam films. Beside films, Dileep owns the multiplex theatre D Cinemaas and the restaurant chain Dhe Puttu. Dileep was married to actress Manju Warrier from 1998 to 2015. He married actress Kavya Madhavan in 2016.",Dileep
http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Diganth.JPG/220px-Diganth.JPG,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Diganth.JPG/220px-Diganth.JPG', 'path': 'full/7e5ccdcaa2af14b98161e65443c85a55d8f4cc80.jpg', 'checksum': '074421904ad84b05da34192e7966392c'}]","Diganth Manchale, popularly known as Diganth, is an Indian film actor and a former model. His works are primarily seen in Kannada cinema. Diganth made his acting debut in Miss California in 2006. He is perhaps best known for his performance as ""Doodhpeda"", in Gaalipata (2008). His performances for the films such as Pancharangi (2010), Lifeu Ishtene (2011) and Parijatha (2012) earned him fame and pushed him to be among the top league actors of Kannada cinema.",Diganth
http://upload.wikimedia.org/wikipedia/en/4/47/Dheerendra-Gopal-pic.jpeg,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/4/47/Dheerendra-Gopal-pic.jpeg', 'path': 'full/2e799c20fb33136c240c764b86da1f44b5ab0bea.jpg', 'checksum': 'a1ba2d301d222906c1505d636a12bf62'}]","Dheerendra Gopal was a popular Kannada actor and stage artiste. He was popular in Kannada cinema as a supporting actor, mostly playing the role of a villain or a comedian. He was known for his perfect dialogue delivery. He died in Davangere on 25 December 2000, at the age of 59.Holenarasipura",Dheerendra Gopal
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Wiki_letter_w_cropped.svg/20px-Wiki_letter_w_cropped.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Wiki_letter_w_cropped.svg/20px-Wiki_letter_w_cropped.svg.png', 'path': 'full/66d0c7f3d6e10e7aa333e47c7a86f84c2a4f79fb.jpg', 'checksum': '6d897e59c81836c3e5ee1dee8aceaa9a'}]","Danny Denzongpa (born Tshering Phintso Denzongpa; 25 February 1948) is an Indian film actor, singer and film director. He has mainly worked in Bollywood films, though he has also appeared in several Nepali, Tamil, Bengali and Telugu films. He has acted in about 190 Hindi films since 1971. In 2003, Denzongpa was awarded the Padma Shree, India's fourth-highest civilian honour. His film career spans more than 4 decades.
He has also starred in some international films, the most famous being Seven Years in Tibet where he appeared alongside Brad Pitt. His best known villainous roles are in Dhund, 36 Ghante, Bandish (1980), Jeeo Aur Jeene Do, Dharm Aur Qanoon and Agneepath whereas his best known positive roles were in  Fakira, Chor Machaye Shor, Devata,  Kalicharan, Bulundi and Adhikar. His directorial venture Phir Wahi Raat was considered among the top five best horror suspense films of Hindi Cinema.",Danny Denzongpa
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Darsheel_Safary_Mumbai_Juniorthon_%28cropped%29.jpg/220px-Darsheel_Safary_Mumbai_Juniorthon_%28cropped%29.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Darsheel_Safary_Mumbai_Juniorthon_%28cropped%29.jpg/220px-Darsheel_Safary_Mumbai_Juniorthon_%28cropped%29.jpg', 'path': 'full/b49546f3bc6f9ecd8a8f610d802fcdbbce470104.jpg', 'checksum': 'e38737ecbf3d96ea4bfcf8aabdb3214c'}]","Darsheel Safary is an Indian television and film actor. Safary made his film debut with the leading role of a  student with learning disorder in Aamir Khan's directorial debut, the critically acclaimed drama Taare Zameen Par (2007), for which he won the Filmfare Critics Award for Best Actor.",Darsheel Safary
http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/British_RAF_OF-4.svg/30px-British_RAF_OF-4.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/British_RAF_OF-4.svg/30px-British_RAF_OF-4.svg.png', 'path': 'full/cb03caece63482da74b9979cb4b86d3dd6022118.jpg', 'checksum': '00a60889ef9b1343005775da8058cbe3'}]","Wing Commander Harihar Gundurao Dattatreya AE(L) (Retd.) (born 1942), popularly known as Dattanna, is an Indian actor who has appeared in more than 204 films and several plays. Alongside his career as an actor, he served in the Indian Air Force as a commissioned officer for over 20 years and also occupied academic positions with Hindustan Aeronautics Limited (HAL). He is best known for his work in Kannada cinema, in which he appears in mostly supporting roles. In a film career of almost three decades, he has won two National Film Award – Special Jury Awards, one National Film Award for Best Supporting Actor and two Karnataka State Film Awards. He is known for his performances in Munnudi (2000), Bettada Jeeva (2011) and Bharath Stores (2012).",H. G. Dattatreya
http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Darshan_Thoogudeep_kannada_film_actor.jpg/150px-Darshan_Thoogudeep_kannada_film_actor.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Darshan_Thoogudeep_kannada_film_actor.jpg/150px-Darshan_Thoogudeep_kannada_film_actor.jpg', 'path': 'full/eeab82edea6fb2238179cf8b175febcd1f491d49.jpg', 'checksum': '670ee93448c8d7ee69d12f7278db6d6c'}]","Darshan is the screen name of Darshan Thoogudeepa, who is an Indian film actor, producer and distributor, who works predominantly in the Kannada film industry. The son of actor Thoogudeepa Srinivas, Darshan began his acting career in soap operas and bit roles in films in the mid-1990s. His first film in a lead role was in the 2001 film Majestic.
Darshan starred in commercially successful films such as Kariya (2003), Namma Preethiya Ramu (2003), Kalasipalya (2005), Gaja (2008), Saarathi (2011) and Bulbul (2013) Yajamana(2019). His performances in Anatharu (2007), Saarathi and Sangolli Rayanna (2012) won him praise from critics; his performance in the latter as the 19th-century warrior Sangolli Rayanna won him the Karnataka State Film Award for Best Actor.
One of the leading contemporary actors of Kannada cinema, Darshan established the production house Thoogudeepa Productions in 2006. Its first production was Jothe Jotheyali, with Darshan in a special appearance.

",Darshan (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Dalip_Tahil.JPG/220px-Dalip_Tahil.JPG,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Dalip_Tahil.JPG/220px-Dalip_Tahil.JPG', 'path': 'full/ba1ffcdb70b84be019f6d48aa51ebb2c93fdb02b.jpg', 'checksum': '910b34520f3edfaf753936ceac66f9c6'}]","Dalip Tahil (born 30 October 1952 as Dalip Tahilramani) is an Indian film, television and theatre actor. He studied at Sherwood College in Nainital, India. After attending Aligarh Muslim University for a year, he graduated from St. Xavier's College, Mumbai. Tahil is best known for his work in Baazigar (1993) and Raja (1995).",Dalip Tahil
